,number,state,value,datetime_start,datetime_complete,params,params,params,params,params,params,params,params,system_attrs,system_attrs,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values
,,,,,,batch_size,cliprange,ent_coef,gamma,lamdba,lr,n_steps,noptepochs,_number,fail_reason,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
621,621,TrialState.PRUNED,-17.379871368408203,2019-06-10 21:23:02.353899,2019-06-10 21:34:30.531901,64,0.1,1.512125083248334e-07,0.99,0.95,0.02111184322335253,16,5,621,,-56.254066467285156,-27.94890785217285,-292.083740234375,-35.73394012451172,-282.6262512207031,-17.590017318725586,-18.28127098083496,-17.379871368408203,,,,,,,,,,,,,,
622,622,TrialState.PRUNED,-18.498294830322266,2019-06-10 21:23:18.099213,2019-06-10 21:28:14.993556,128,0.3,0.0687033157609167,0.999,0.92,0.010330175573675517,256,10,622,,-15.844375610351562,-16.777572631835938,-18.498294830322266,,,,,,,,,,,,,,,,,,,
623,623,TrialState.PRUNED,-15.841894149780273,2019-06-10 21:24:50.965278,2019-06-10 21:34:53.590085,128,0.4,0.039122417140687434,0.99,0.95,0.008898987871657665,1024,1,623,,-16.583711624145508,-17.19837188720703,-15.841894149780273,,,,,,,,,,,,,,,,,,,
624,624,TrialState.PRUNED,-16.711254119873047,2019-06-10 21:25:25.790534,2019-06-10 21:34:09.527849,32,0.4,0.04749424772576606,0.9999,0.8,1.3602088512467896e-05,1024,1,624,,-15.184234619140625,-16.42527961730957,-16.711254119873047,,,,,,,,,,,,,,,,,,,
625,625,TrialState.PRUNED,-15.235313415527344,2019-06-10 21:25:34.588357,2019-06-10 21:29:20.096692,32,0.3,0.051656924718236054,0.95,0.9,0.03242741857028865,16,30,625,,-15.8815279006958,-15.103571891784668,-15.235313415527344,,,,,,,,,,,,,,,,,,,
626,626,TrialState.PRUNED,-12.993576049804688,2019-06-10 21:25:43.782790,2019-06-10 21:43:09.597365,64,0.1,2.041051616179479e-08,0.98,0.98,0.19366524913972527,2048,10,626,,-10.213933944702148,-10.278233528137207,-12.993576049804688,,,,,,,,,,,,,,,,,,,
627,627,TrialState.PRUNED,-7.748058319091797,2019-06-10 21:26:32.019102,2019-06-10 21:36:56.591787,128,0.2,0.0007806804904979579,0.99,0.95,0.17910766106025525,1024,20,627,,-9.94205379486084,-9.603639602661133,-7.748058319091797,,,,,,,,,,,,,,,,,,,
628,628,TrialState.PRUNED,-18.809497833251953,2019-06-10 21:27:19.634557,2019-06-10 21:32:04.859282,32,0.4,0.00010916627740835637,0.98,1.0,0.00018235443749623355,256,5,628,,-16.427291870117188,-16.96018409729004,-18.809497833251953,,,,,,,,,,,,,,,,,,,
629,629,TrialState.PRUNED,-16.214265823364258,2019-06-10 21:27:34.162850,2019-06-10 21:31:10.792277,64,0.2,0.002809426520444852,0.9,0.9,2.764102285144842e-05,128,10,629,,-16.865236282348633,-15.67632007598877,-16.214265823364258,,,,,,,,,,,,,,,,,,,
630,630,TrialState.PRUNED,-16.95180320739746,2019-06-10 21:28:15.384183,2019-06-10 21:31:24.646768,128,0.3,3.091613057727545e-08,0.999,0.9,0.0002324135687255382,16,1,630,,-16.470029830932617,-17.488475799560547,-16.95180320739746,,,,,,,,,,,,,,,,,,,
631,631,TrialState.PRUNED,-16.404014587402344,2019-06-10 21:29:20.491645,2019-06-10 21:47:16.673555,256,0.1,3.882220371966376e-08,0.95,0.92,0.040064329354214175,2048,10,631,,-16.909807205200195,-17.749725341796875,-16.404014587402344,,,,,,,,,,,,,,,,,,,
632,632,TrialState.PRUNED,-16.59613037109375,2019-06-10 21:29:47.978457,2019-06-10 21:51:50.401311,32,0.1,3.522631714022098e-07,0.99,0.98,0.022451319252191668,2048,30,632,,-17.13601303100586,-19.422300338745117,-16.59613037109375,,,,,,,,,,,,,,,,,,,
633,633,TrialState.PRUNED,-14.461108207702637,2019-06-10 21:30:23.678719,2019-06-10 21:33:57.593228,256,0.3,0.03389823341706778,0.98,0.92,0.19387969066604516,16,20,633,,-13.944246292114258,-14.510213851928711,-14.461108207702637,,,,,,,,,,,,,,,,,,,
634,634,TrialState.PRUNED,-16.51767921447754,2019-06-10 21:31:11.181631,2019-06-10 21:35:50.179449,256,0.1,8.293620919334085e-06,0.9,0.98,0.005328070603341364,256,5,634,,-16.719676971435547,-16.119291305541992,-16.51767921447754,,,,,,,,,,,,,,,,,,,
635,635,TrialState.PRUNED,-17.066139221191406,2019-06-10 21:31:25.015681,2019-06-10 21:37:22.638066,32,0.1,5.0913617797896337e-08,0.9,0.98,1.403382915807251e-05,512,30,635,,-15.25578498840332,-16.117198944091797,-17.066139221191406,,,,,,,,,,,,,,,,,,,
636,636,TrialState.PRUNED,-17.462263107299805,2019-06-10 21:32:05.236756,2019-06-10 21:35:17.707239,32,0.3,3.1899983166567777e-06,0.95,1.0,0.0011261792749507414,64,5,636,,-16.394119262695312,-22.651031494140625,-17.462263107299805,,,,,,,,,,,,,,,,,,,
637,637,TrialState.PRUNED,-18.94647216796875,2019-06-10 21:33:57.989560,2019-06-10 21:43:46.500188,64,0.3,0.00036020979003779935,0.98,0.99,0.03519633471512064,1024,20,637,,-18.416019439697266,-16.848730087280273,-18.94647216796875,,,,,,,,,,,,,,,,,,,
638,638,TrialState.PRUNED,-17.677907943725586,2019-06-10 21:34:09.911490,2019-06-10 21:53:36.724840,32,0.1,3.39335926275586e-08,0.9999,0.92,0.03467817232126285,2048,10,638,,-16.10565757751465,-17.29532241821289,-17.677907943725586,,,,,,,,,,,,,,,,,,,
639,639,TrialState.PRUNED,-30.82785987854004,2019-06-10 21:34:30.933642,2019-06-10 21:39:14.215560,64,0.4,0.0003506592357249117,0.995,0.99,0.0002079161440393343,128,30,639,,-18.46725082397461,-21.209964752197266,-30.82785987854004,,,,,,,,,,,,,,,,,,,
640,640,TrialState.PRUNED,-44.90988540649414,2019-06-10 21:34:53.973460,2019-06-10 21:56:09.228297,32,0.3,7.756529240992054e-08,0.98,0.8,0.04247395355297005,128,30,640,,-15.845891952514648,-16.931467056274414,-40.871315002441406,-219.9601287841797,-249.54843139648438,-145.2543487548828,-354.20111083984375,-15.132955551147461,-31.24977684020996,-44.90988540649414,,,,,,,,,,,,
641,641,TrialState.PRUNED,-16.698135375976562,2019-06-10 21:35:18.099811,2019-06-10 21:48:34.840023,32,0.4,1.0659633581492003e-07,0.99,0.92,0.0003045503056456209,1024,50,641,,-17.57438850402832,-17.834909439086914,-16.698135375976562,,,,,,,,,,,,,,,,,,,
642,642,TrialState.PRUNED,-2.8953747749328613,2019-06-10 21:35:50.596728,2019-06-10 21:39:26.674433,256,0.3,1.6197132512972154e-05,0.995,0.99,0.6297029775790062,32,10,642,,-7.19241189956665,-1.2801891565322876,-2.8953747749328613,,,,,,,,,,,,,,,,,,,
643,643,TrialState.PRUNED,-15.822019577026367,2019-06-10 21:36:57.007838,2019-06-10 21:58:23.550721,256,0.1,5.9055861469590524e-05,0.995,0.8,0.00019218170442545423,2048,30,643,,-14.738598823547363,-14.92713451385498,-15.822019577026367,,,,,,,,,,,,,,,,,,,
644,644,TrialState.PRUNED,-11.092103004455566,2019-06-10 21:37:15.708070,2019-06-10 21:41:07.794046,64,0.1,3.0439120482297863e-05,0.9999,0.92,0.7572374190501239,32,50,644,,-3.321516752243042,-9.35163402557373,-11.092103004455566,,,,,,,,,,,,,,,,,,,
645,645,TrialState.PRUNED,-17.477869033813477,2019-06-10 21:37:23.000807,2019-06-10 21:42:27.490221,128,0.4,8.541209874937325e-06,0.98,0.95,0.0015329754309338567,512,5,645,,-15.175616264343262,-17.354019165039062,-17.477869033813477,,,,,,,,,,,,,,,,,,,
646,646,TrialState.PRUNED,-10.329050064086914,2019-06-10 21:38:55.699744,2019-06-10 21:43:01.418944,64,0.2,0.001681032151589125,0.95,0.95,0.10411720261877923,64,50,646,,-11.21113109588623,-12.555048942565918,-10.329050064086914,,,,,,,,,,,,,,,,,,,
647,647,TrialState.PRUNED,-10.722002029418945,2019-06-10 21:39:14.604515,2019-06-10 21:45:14.307322,128,0.1,4.925028092160129e-06,0.999,0.95,0.3537580570267188,256,10,647,,-11.529919624328613,-12.323537826538086,-10.722002029418945,,,,,,,,,,,,,,,,,,,
648,648,TrialState.PRUNED,-7.477108001708984,2019-06-10 21:39:27.058700,2019-06-10 21:44:50.703550,64,0.2,0.00992347943131446,0.999,0.95,0.049339365171824315,512,5,648,,-6.943301200866699,-6.0845232009887695,-7.477108001708984,,,,,,,,,,,,,,,,,,,
649,649,TrialState.PRUNED,-8.770910263061523,2019-06-10 21:40:39.027027,2019-06-10 21:55:02.042321,32,0.4,0.04840791051864155,0.9999,1.0,0.03067991334263062,1024,50,649,,-14.074136734008789,-16.498653411865234,-8.770910263061523,,,,,,,,,,,,,,,,,,,
650,650,TrialState.PRUNED,-10.080511093139648,2019-06-10 21:40:41.453648,2019-06-10 22:00:12.434509,32,0.4,3.226716282143018e-06,0.999,0.95,0.026847964463175816,2048,20,650,,-13.516278266906738,1.8778722286224365,-10.080511093139648,,,,,,,,,,,,,,,,,,,
651,651,TrialState.PRUNED,-35.89321517944336,2019-06-10 21:41:08.161460,2019-06-10 21:44:53.485067,256,0.4,0.0026046156540531305,0.99,0.99,0.00037977223821822467,64,20,651,,-20.03561782836914,-30.73189353942871,-35.89321517944336,,,,,,,,,,,,,,,,,,,
652,652,TrialState.PRUNED,-10.987011909484863,2019-06-10 21:42:27.866059,2019-06-10 21:46:54.292359,64,0.3,1.931296901790531e-05,0.99,0.9,0.05030981805133315,16,30,652,,-14.049703598022461,-18.45432472229004,-10.987011909484863,,,,,,,,,,,,,,,,,,,
653,653,TrialState.PRUNED,-16.88632583618164,2019-06-10 21:43:01.844100,2019-06-10 21:47:02.014663,128,0.4,0.0019528011146350756,0.9999,0.8,1.0324161347167384e-05,32,20,653,,-16.87413215637207,-18.210981369018555,-16.88632583618164,,,,,,,,,,,,,,,,,,,
654,654,TrialState.PRUNED,-10.587381362915039,2019-06-10 21:43:09.955174,2019-06-10 21:46:41.395401,128,0.3,0.051302596021506636,0.999,1.0,0.006240801431360838,16,1,654,,-17.764545440673828,-28.35236167907715,-10.587381362915039,,,,,,,,,,,,,,,,,,,
655,655,TrialState.PRUNED,-0.3103047013282776,2019-06-10 21:43:46.893683,2019-06-10 21:47:53.700745,256,0.4,0.0017292632445155653,0.995,0.99,0.027054413326318257,32,50,655,,-17.689727783203125,-17.780168533325195,-0.3103047013282776,,,,,,,,,,,,,,,,,,,
656,656,TrialState.PRUNED,-6.6411309242248535,2019-06-10 21:44:51.097692,2019-06-10 21:54:17.690009,256,0.3,4.81670303344065e-05,0.9999,0.8,0.06450101916466706,1024,1,656,,-17.4654598236084,-8.852495193481445,-6.6411309242248535,,,,,,,,,,,,,,,,,,,
657,657,TrialState.PRUNED,-18.802762985229492,2019-06-10 21:44:53.844236,2019-06-10 21:48:59.141247,256,0.1,1.6191268302160153e-08,0.995,0.95,7.047759018319531e-05,128,10,657,,-15.768587112426758,-15.75726318359375,-18.802762985229492,,,,,,,,,,,,,,,,,,,
658,658,TrialState.PRUNED,-16.242942810058594,2019-06-10 21:45:14.689809,2019-06-10 22:09:34.104269,32,0.3,2.9691164415859866e-06,0.9999,0.9,2.029352490835938e-05,2048,20,658,,-16.314619064331055,-16.6735782623291,-16.242942810058594,,,,,,,,,,,,,,,,,,,
659,659,TrialState.PRUNED,-12.34886360168457,2019-06-10 21:46:41.796095,2019-06-10 21:50:49.456323,128,0.3,0.002965251992587487,0.9999,1.0,0.1807645993630835,16,30,659,,-0.5980861783027649,-11.492104530334473,-12.34886360168457,,,,,,,,,,,,,,,,,,,
660,660,TrialState.PRUNED,-16.80038833618164,2019-06-10 21:46:54.669241,2019-06-10 21:51:01.219606,256,0.4,4.403882700806297e-06,0.95,0.95,0.00014440100540908033,128,1,660,,-18.98200035095215,-14.588310241699219,-16.80038833618164,,,,,,,,,,,,,,,,,,,
661,661,TrialState.PRUNED,-15.571409225463867,2019-06-10 21:47:02.390093,2019-06-10 21:51:52.342632,64,0.2,2.0074702558062555e-07,0.9,0.98,0.017068464845007694,16,50,661,,-16.606121063232422,-18.063512802124023,-15.571409225463867,,,,,,,,,,,,,,,,,,,
662,662,TrialState.PRUNED,-16.57918930053711,2019-06-10 21:47:17.081043,2019-06-10 22:09:18.192841,64,0.1,3.7721357673050404e-06,0.99,0.98,9.965971502841895e-05,2048,50,662,,-16.864299774169922,-15.436744689941406,-16.57918930053711,,,,,,,,,,,,,,,,,,,
663,663,TrialState.PRUNED,-11.300639152526855,2019-06-10 21:47:54.096262,2019-06-10 21:51:25.701883,128,0.4,2.106613210463567e-08,0.9,0.92,0.7193895231643497,16,5,663,,-5.912733554840088,-7.538870334625244,-11.300639152526855,,,,,,,,,,,,,,,,,,,
664,664,TrialState.PRUNED,-16.69382095336914,2019-06-10 21:48:27.094677,2019-06-10 21:53:29.199903,128,0.4,0.0021658563681050506,0.999,0.8,0.0001170943500564735,512,20,664,,-15.783612251281738,-15.042764663696289,-16.69382095336914,,,,,,,,,,,,,,,,,,,
665,665,TrialState.PRUNED,-14.484434127807617,2019-06-10 21:48:35.209874,2019-06-10 21:53:33.732999,64,0.3,1.2071947646561644e-07,0.9,0.92,1.1509397732376401e-05,256,1,665,,-15.723594665527344,-14.815791130065918,-14.484434127807617,,,,,,,,,,,,,,,,,,,
666,666,TrialState.PRUNED,-19.003225326538086,2019-06-10 21:48:59.507959,2019-06-10 21:52:28.058351,32,0.2,9.185866284116646e-05,0.9,0.92,0.03672683313214462,64,5,666,,-17.38496971130371,-18.217620849609375,-19.003225326538086,,,,,,,,,,,,,,,,,,,
667,667,TrialState.PRUNED,-18.15847396850586,2019-06-10 21:50:49.839209,2019-06-10 21:55:58.873448,128,0.2,8.577884705914768e-05,0.95,0.99,3.7895771761965575e-05,512,20,667,,-15.572094917297363,-16.08976936340332,-18.15847396850586,,,,,,,,,,,,,,,,,,,
668,668,TrialState.PRUNED,-19.20418930053711,2019-06-10 21:51:01.584546,2019-06-10 21:56:14.828743,256,0.2,1.276911810933189e-07,0.999,0.99,3.340965732818163e-05,256,10,668,,-17.794879913330078,-14.618249893188477,-19.20418930053711,,,,,,,,,,,,,,,,,,,
669,669,TrialState.PRUNED,-18.553380966186523,2019-06-10 21:51:26.086350,2019-06-10 22:00:44.620319,32,0.3,0.004041612954582598,0.99,0.92,0.0014390843538529489,1024,5,669,,-17.01199722290039,-17.830644607543945,-18.553380966186523,,,,,,,,,,,,,,,,,,,
670,670,TrialState.PRUNED,-17.849140167236328,2019-06-10 21:51:50.806100,2019-06-10 22:09:41.908513,32,0.3,8.733068305696058e-05,0.995,0.95,0.01728869301918427,2048,1,670,,-15.541850090026855,-14.476297378540039,-17.849140167236328,,,,,,,,,,,,,,,,,,,
671,671,TrialState.PRUNED,-16.173545837402344,2019-06-10 21:51:52.715698,2019-06-10 21:56:52.397138,256,0.2,0.003674898175651098,0.9,0.9,4.7205159958714303e-05,256,30,671,,-17.127017974853516,-17.347881317138672,-16.173545837402344,,,,,,,,,,,,,,,,,,,
672,672,TrialState.PRUNED,-15.928448677062988,2019-06-10 21:52:28.445472,2019-06-10 21:56:38.833347,256,0.1,0.0007491587481080102,0.9,1.0,0.0005045892554212904,128,30,672,,-16.336048126220703,-16.843242645263672,-15.928448677062988,,,,,,,,,,,,,,,,,,,
673,673,TrialState.PRUNED,-18.207576751708984,2019-06-10 21:53:29.608825,2019-06-10 21:57:12.215537,64,0.3,8.416872675969799e-05,0.95,0.8,0.0002292553035628122,128,1,673,,-18.36571502685547,-16.752944946289062,-18.207576751708984,,,,,,,,,,,,,,,,,,,
674,674,TrialState.PRUNED,-22.426448822021484,2019-06-10 21:53:34.102362,2019-06-10 21:58:24.927218,128,0.2,0.007274548039797753,0.98,0.99,0.00210244444902425,256,10,674,,-16.49422836303711,-18.519306182861328,-22.426448822021484,,,,,,,,,,,,,,,,,,,
675,675,TrialState.PRUNED,-1.8506752252578735,2019-06-10 21:53:37.103695,2019-06-10 21:58:30.283507,64,0.2,1.0011841579070334e-05,0.9999,0.92,0.2328862075493977,512,10,675,,-11.18684196472168,0.9497801661491394,-1.8506752252578735,,,,,,,,,,,,,,,,,,,
676,676,TrialState.PRUNED,-12.24133586883545,2019-06-10 21:54:18.092818,2019-06-10 21:57:55.193242,256,0.2,1.2404633977261588e-08,0.9999,0.98,0.20105395057951153,128,5,676,,-15.244550704956055,-12.255505561828613,-12.24133586883545,,,,,,,,,,,,,,,,,,,
677,677,TrialState.PRUNED,-17.099552154541016,2019-06-10 21:55:02.430284,2019-06-10 22:14:17.201693,256,0.2,1.689726963693103e-08,0.995,0.99,0.0010643731793435426,2048,1,677,,-16.210636138916016,-17.623214721679688,-17.099552154541016,,,,,,,,,,,,,,,,,,,
678,678,TrialState.PRUNED,-19.502565383911133,2019-06-10 21:55:59.247389,2019-06-10 22:00:24.605010,32,0.2,0.03344312975444561,0.9,0.99,0.01936288223599143,16,20,678,,-18.96242332458496,-19.16016960144043,-52.12092971801758,-19.502565383911133,,,,,,,,,,,,,,,,,,
679,679,TrialState.PRUNED,-16.688629150390625,2019-06-10 21:56:09.597026,2019-06-10 22:18:50.634996,128,0.2,9.295548081244064e-05,0.9999,0.92,1.2202484472810559e-05,2048,50,679,,-17.44923210144043,-16.30103874206543,-16.688629150390625,,,,,,,,,,,,,,,,,,,
680,680,TrialState.PRUNED,-16.04251480102539,2019-06-10 21:56:15.191410,2019-06-10 21:59:29.418490,32,0.3,2.2753562180541386e-06,0.9999,0.9,0.00015913274418794045,32,5,680,,-14.632013320922852,-15.540817260742188,-16.04251480102539,,,,,,,,,,,,,,,,,,,
681,681,TrialState.PRUNED,-12.027438163757324,2019-06-10 21:56:39.217163,2019-06-10 21:59:48.347237,64,0.3,1.3032022575265145e-05,0.95,0.95,0.7393026588975441,32,5,681,,-6.083148956298828,-5.028745174407959,-12.027438163757324,,,,,,,,,,,,,,,,,,,
682,682,TrialState.PRUNED,-11.11329460144043,2019-06-10 21:56:52.780980,2019-06-10 22:00:15.428183,64,0.2,0.00920806578883657,0.99,0.9,0.8977809764907522,64,20,682,,-9.29463005065918,-10.696821212768555,-11.11329460144043,,,,,,,,,,,,,,,,,,,
683,683,TrialState.PRUNED,-10.94039535522461,2019-06-10 21:57:12.592258,2019-06-10 22:03:11.341330,32,0.2,0.00016113427178261744,0.95,0.95,0.1411065958816737,256,30,683,,-11.04572868347168,-11.586936950683594,-10.94039535522461,,,,,,,,,,,,,,,,,,,
684,684,TrialState.PRUNED,-15.197114944458008,2019-06-10 21:57:55.582937,2019-06-10 22:01:22.143793,256,0.1,2.30105353359846e-06,0.95,0.92,0.00018870744689543261,16,1,684,,-15.36865520477295,-16.320096969604492,-15.197114944458008,,,,,,,,,,,,,,,,,,,
685,685,TrialState.PRUNED,-17.994216918945312,2019-06-10 21:58:23.943021,2019-06-10 22:04:37.282554,256,0.4,0.0007313971834885502,0.999,0.9,0.001086195714710163,512,50,685,,-17.363462448120117,-17.434778213500977,-17.994216918945312,,,,,,,,,,,,,,,,,,,
686,686,TrialState.PRUNED,-51.6231689453125,2019-06-10 21:58:25.283214,2019-06-10 22:04:39.006100,64,0.4,9.356748364438064e-07,0.98,0.98,0.032080673950396196,128,50,686,,-14.694559097290039,-36.86530303955078,-41.154544830322266,-51.6231689453125,,,,,,,,,,,,,,,,,,
687,687,TrialState.PRUNED,-17.61434555053711,2019-06-10 21:58:30.645613,2019-06-10 22:02:26.104927,32,0.1,1.8867573884270412e-08,0.9999,0.99,1.8612853795429055e-05,16,20,687,,-13.426414489746094,-15.172386169433594,-17.61434555053711,,,,,,,,,,,,,,,,,,,
688,688,TrialState.PRUNED,-12.130831718444824,2019-06-10 21:59:29.800146,2019-06-10 22:05:45.726085,32,0.2,0.0005392966216591715,0.9,0.92,0.046459311922537015,512,20,688,,-9.88939380645752,-12.685619354248047,-12.130831718444824,,,,,,,,,,,,,,,,,,,
689,689,TrialState.PRUNED,-17.30401611328125,2019-06-10 21:59:48.741688,2019-06-10 22:20:36.586183,32,0.4,1.0568829653923073e-06,0.95,0.9,0.017079422759836992,2048,20,689,,-16.21328353881836,-18.0965518951416,-17.30401611328125,,,,,,,,,,,,,,,,,,,
690,690,TrialState.PRUNED,-14.151636123657227,2019-06-10 22:00:12.814295,2019-06-10 22:04:12.486851,32,0.2,0.004282250884024885,0.9,0.98,0.2403786129891004,16,20,690,,-8.83750057220459,-13.7058744430542,-14.151636123657227,,,,,,,,,,,,,,,,,,,
691,691,TrialState.PRUNED,-7.365048408508301,2019-06-10 22:00:15.806289,2019-06-10 22:04:09.248170,64,0.4,2.3011971530941195e-07,0.9999,0.8,0.20662529642883354,32,20,691,,-13.140612602233887,-13.406494140625,-7.365048408508301,,,,,,,,,,,,,,,,,,,
692,692,TrialState.PRUNED,-17.660995483398438,2019-06-10 22:00:24.986100,2019-06-10 22:04:14.580055,128,0.4,0.00011472702362329085,0.9999,0.8,4.218755560326901e-05,64,30,692,,-17.39769172668457,-16.16006851196289,-17.660995483398438,,,,,,,,,,,,,,,,,,,
693,693,TrialState.PRUNED,-120.8536148071289,2019-06-10 22:00:45.005252,2019-06-10 22:08:58.525381,256,0.4,0.0013905501177597292,0.9999,0.92,0.013336603662436037,128,5,693,,-17.863292694091797,-40.136600494384766,-48.036476135253906,-89.46542358398438,-156.2996368408203,-120.8536148071289,,,,,,,,,,,,,,,,
694,694,TrialState.PRUNED,-3.3505542278289795,2019-06-10 22:01:22.564082,2019-06-10 22:05:11.620320,128,0.3,0.001216946839453719,0.99,0.98,0.08007770767560705,16,20,694,,-4.182096004486084,-10.314066886901855,-3.3505542278289795,,,,,,,,,,,,,,,,,,,
695,695,TrialState.PRUNED,-30.623157501220703,2019-06-10 22:02:26.492625,2019-06-10 22:06:15.039189,64,0.2,3.5928523834951975e-08,0.95,0.92,0.0009098369383991783,32,50,695,,-18.52279281616211,-20.16767120361328,-30.623157501220703,,,,,,,,,,,,,,,,,,,
696,696,TrialState.PRUNED,-10.89690113067627,2019-06-10 22:03:11.723181,2019-06-10 22:06:32.452616,256,0.3,0.0003360462926211178,0.99,0.98,0.14111943401588853,64,10,696,,-11.78467082977295,-12.48239517211914,-10.89690113067627,,,,,,,,,,,,,,,,,,,
697,697,TrialState.PRUNED,-14.325592041015625,2019-06-10 22:04:09.643686,2019-06-10 22:12:56.682457,256,0.1,6.41162744398476e-08,0.95,0.95,1.3981990063758218e-05,1024,10,697,,-13.422123908996582,-16.43911361694336,-14.325592041015625,,,,,,,,,,,,,,,,,,,
698,698,TrialState.PRUNED,-16.702594757080078,2019-06-10 22:04:12.848510,2019-06-10 22:07:17.287591,32,0.1,3.2572728321363186e-07,0.9,0.92,0.006829098813092573,32,1,698,,-16.361351013183594,-16.118946075439453,-16.702594757080078,,,,,,,,,,,,,,,,,,,
699,699,TrialState.PRUNED,-15.735569953918457,2019-06-10 22:04:14.923411,2019-06-10 22:09:33.413055,64,0.4,3.9760846532950425e-07,0.9,0.8,8.282437113943068e-05,256,30,699,,-14.957527160644531,-15.678863525390625,-15.735569953918457,,,,,,,,,,,,,,,,,,,
700,700,TrialState.PRUNED,-18.944612503051758,2019-06-10 22:04:37.675671,2019-06-10 22:25:13.713945,64,0.1,0.006018675845000543,0.95,0.99,0.00045612736536438633,2048,5,700,,-15.851823806762695,-16.290607452392578,-18.944612503051758,,,,,,,,,,,,,,,,,,,
701,701,TrialState.PRUNED,-17.247211456298828,2019-06-10 22:04:39.364724,2019-06-10 22:14:12.931627,128,0.3,0.004572705106863261,0.99,0.98,0.0004729036897293866,1024,30,701,,-17.91278076171875,-18.49127197265625,-17.247211456298828,,,,,,,,,,,,,,,,,,,
702,702,TrialState.PRUNED,-18.39703369140625,2019-06-10 22:05:12.009412,2019-06-10 22:14:15.648476,256,0.1,0.0003075178191757583,0.95,1.0,0.01059703522906614,1024,20,702,,-19.195316314697266,-17.008134841918945,-18.39703369140625,,,,,,,,,,,,,,,,,,,
703,703,TrialState.PRUNED,-17.162120819091797,2019-06-10 22:05:46.105546,2019-06-10 22:09:16.197796,256,0.3,2.1216237603951906e-05,0.95,1.0,0.000703821967198705,64,5,703,,-16.773929595947266,-17.164676666259766,-17.162120819091797,,,,,,,,,,,,,,,,,,,
704,704,TrialState.PRUNED,-15.893592834472656,2019-06-10 22:06:15.429567,2019-06-10 22:11:03.163534,256,0.2,1.899736808255769e-06,0.9,0.8,1.88397609561708e-05,512,5,704,,-16.265867233276367,-17.412158966064453,-15.893592834472656,,,,,,,,,,,,,,,,,,,
