,number,state,value,datetime_start,datetime_complete,params,params,params,params,params,params,params,params,system_attrs,system_attrs,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values
,,,,,,batch_size,cliprange,ent_coef,gamma,lamdba,lr,n_steps,noptepochs,_number,fail_reason,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
75,75,TrialState.PRUNED,15.395118713378906,2019-08-07 04:08:17.788306,2019-08-07 04:09:16.070426,64,0.3,1.7105366578849403e-08,0.95,0.95,0.17586991032487445,64,1,75,,14.168490409851074,15.169973373413086,15.395118713378906,,,,,,,,,,,,,,,,,,
76,76,TrialState.PRUNED,3.109546184539795,2019-08-07 04:08:59.375757,2019-08-07 04:09:53.954733,64,0.2,1.9798225961973459e-07,0.9,0.99,1.2068200403467223e-05,64,1,76,,6.048456192016602,3.756970167160034,3.109546184539795,,,,,,,,,,,,,,,,,,
77,77,TrialState.PRUNED,3.149693012237549,2019-08-07 04:09:16.270936,2019-08-07 04:10:12.029107,32,0.4,4.407507898821775e-08,0.99,1.0,3.107348880560463e-05,64,1,77,,2.9165091514587402,1.3437325954437256,3.149693012237549,,,,,,,,,,,,,,,,,,
78,78,TrialState.PRUNED,14.752944946289062,2019-08-07 04:09:54.171215,2019-08-07 04:14:05.557599,32,0.1,4.535171615999516e-05,0.995,0.95,0.15760312846337912,1024,50,78,,18.11615562438965,14.858526229858398,14.752944946289062,,,,,,,,,,,,,,,,,,
79,79,TrialState.PRUNED,-2.3700833320617676,2019-08-07 04:10:12.240677,2019-08-07 04:12:10.113249,64,0.4,5.920226956520813e-07,0.95,0.95,0.00012758645677339472,512,5,79,,5.258223056793213,-0.3867615759372711,-2.3700833320617676,,,,,,,,,,,,,,,,,,
80,80,TrialState.PRUNED,-7.3775458335876465,2019-08-07 04:12:10.380507,2019-08-07 04:14:46.577530,64,0.2,4.171213087519297e-06,0.98,1.0,0.0001672080073401165,128,50,80,,2.5045809745788574,-4.850839138031006,-7.3775458335876465,,,,,,,,,,,,,,,,,,
81,81,TrialState.PRUNED,0.8092915415763855,2019-08-07 04:14:05.786296,2019-08-07 04:16:17.928128,32,0.2,0.0003021127729551304,0.9999,0.92,0.10842119256455367,32,30,81,,6.856768608093262,2.1201233863830566,0.8092915415763855,,,,,,,,,,,,,,,,,,
82,82,TrialState.PRUNED,-3.914930820465088,2019-08-07 04:14:46.785798,2019-08-07 04:17:04.124368,128,0.2,0.00043404224460925775,0.9999,0.95,0.0001610990948797007,128,50,82,,2.1780948638916016,-2.423079013824463,-3.914930820465088,,,,,,,,,,,,,,,,,,
83,83,TrialState.PRUNED,-9.915933609008789,2019-08-07 04:16:18.295905,2019-08-07 04:19:45.137645,128,0.4,9.881904484630431e-06,0.98,1.0,0.003078859654704399,128,50,83,,-1.0673134326934814,-4.89687967300415,-9.746438980102539,-8.028249740600586,-9.915933609008789,,,,,,,,,,,,,,,,
84,84,TrialState.PRUNED,15.461496353149414,2019-08-07 04:17:04.392880,2019-08-07 04:18:44.459955,128,0.3,3.4844064170301213e-06,0.98,0.95,0.6990612118305048,512,1,84,,29.640884399414062,16.514184951782227,15.461496353149414,,,,,,,,,,,,,,,,,,
85,85,TrialState.PRUNED,7.927053928375244,2019-08-07 04:18:44.670134,2019-08-07 04:20:12.976428,64,0.2,6.318796927487174e-07,0.995,0.9,0.48576007797024806,16,10,85,,10.867939949035645,10.781850814819336,7.927053928375244,,,,,,,,,,,,,,,,,,
86,86,TrialState.PRUNED,17.458744049072266,2019-08-07 04:19:45.361558,2019-08-07 04:20:54.536113,128,0.4,5.57109144861031e-07,0.999,0.9,0.9121289018687625,32,5,86,,10.923892974853516,7.802289009094238,17.458744049072266,,,,,,,,,,,,,,,,,,
87,87,TrialState.PRUNED,-7.424720764160156,2019-08-07 04:20:13.255325,2019-08-07 04:22:17.462797,64,0.4,2.561500900351186e-08,0.9999,0.9,0.028108736569220017,256,30,87,,1.3036199808120728,-2.805833578109741,-7.424720764160156,,,,,,,,,,,,,,,,,,
88,88,TrialState.PRUNED,-8.812824249267578,2019-08-07 04:20:54.763285,2019-08-07 04:22:11.523377,128,0.1,1.8656666376026072e-06,0.99,0.92,0.0007434005958530917,64,5,88,,0.08915166556835175,-2.6730122566223145,-8.812824249267578,,,,,,,,,,,,,,,,,,
89,89,TrialState.PRUNED,0.18292835354804993,2019-08-07 04:22:11.844027,2019-08-07 04:25:01.958494,32,0.2,0.0074872762274033385,0.99,0.99,0.00033292164885344533,2048,1,89,,0.2955271601676941,3.9524827003479004,0.18292835354804993,,,,,,,,,,,,,,,,,,
90,90,TrialState.PRUNED,-21.43255615234375,2019-08-07 04:22:17.661976,2019-08-07 04:25:17.847835,128,0.2,0.011776760369661233,0.95,0.92,0.014790691838932672,128,20,90,,-0.8683398962020874,-8.420461654663086,-17.519479751586914,-27.709274291992188,-21.344728469848633,-21.109954833984375,-21.43255615234375,,,,,,,,,,,,,,
91,91,TrialState.FAIL,,2019-08-07 04:25:02.341847,2019-08-07 04:25:23.319768,32,0.3,0.091370400288189,0.95,0.92,0.691556763332138,64,30,91,Setting status of trial#91 as TrialState.FAIL because of the following error: AssertionError(),,,,,,,,,,,,,,,,,,,,,
92,92,TrialState.PRUNED,2.9437708854675293,2019-08-07 04:25:18.054456,2019-08-07 04:27:03.552176,256,0.1,8.363818957989298e-06,0.9,0.9,5.7779466622354875e-05,256,30,92,,-0.08951111137866974,3.2321085929870605,2.9437708854675293,,,,,,,,,,,,,,,,,,
93,93,TrialState.FAIL,,2019-08-07 04:25:23.559217,2019-08-07 04:26:16.397669,64,0.3,0.059506266454311896,0.999,0.8,0.2998675155278725,256,30,93,Setting status of trial#93 as TrialState.FAIL because of the following error: AssertionError(),,,,,,,,,,,,,,,,,,,,,
94,94,TrialState.PRUNED,2.0414741039276123,2019-08-07 04:26:16.651112,2019-08-07 04:28:10.562111,64,0.2,0.00011465336058655816,0.9,0.8,0.00011957600999736118,512,10,94,,6.011445045471191,2.247171401977539,2.0414741039276123,,,,,,,,,,,,,,,,,,
95,95,TrialState.PRUNED,0.3481852412223816,2019-08-07 04:27:03.762060,2019-08-07 04:28:26.841143,128,0.1,0.01645530505859372,0.9999,0.95,1.3411790004660428e-05,256,10,95,,5.131745338439941,5.4437384605407715,0.3481852412223816,,,,,,,,,,,,,,,,,,
96,96,TrialState.PRUNED,6.671544075012207,2019-08-07 04:28:10.787231,2019-08-07 04:29:05.809224,32,0.3,2.1604900002667303e-06,0.98,0.92,0.056620684408986134,16,1,96,,3.3198342323303223,3.627535343170166,6.671544075012207,,,,,,,,,,,,,,,,,,
97,97,TrialState.PRUNED,2.994058132171631,2019-08-07 04:28:27.050148,2019-08-07 04:30:16.720959,256,0.3,1.3272373312821063e-05,0.99,0.92,0.00018544392950008352,1024,10,97,,2.767500400543213,3.2315399646759033,2.994058132171631,,,,,,,,,,,,,,,,,,
98,98,TrialState.PRUNED,-37.09341812133789,2019-08-07 04:29:06.034969,2019-08-07 04:32:30.081358,128,0.2,0.0002273479277221037,0.99,0.9,0.025268089454075895,256,10,98,,-6.364622592926025,-7.188775539398193,-18.60141944885254,-25.419946670532227,-33.73553466796875,-25.253705978393555,-45.828590393066406,-37.09341812133789,,,,,,,,,,,,,
99,99,TrialState.PRUNED,17.695920944213867,2019-08-07 04:30:16.933709,2019-08-07 04:33:09.219481,32,0.3,0.014277209793622807,0.9999,0.92,0.02405539050163274,2048,5,99,,15.375444412231445,12.234454154968262,17.695920944213867,,,,,,,,,,,,,,,,,,
