,number,state,value,datetime_start,datetime_complete,params,params,params,params,params,params,params,params,system_attrs,system_attrs,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values
,,,,,,batch_size,cliprange,ent_coef,gamma,lamdba,lr,n_steps,noptepochs,_number,fail_reason,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
67,67,TrialState.PRUNED,-12.53320598602295,2019-08-07 03:45:13.986067,2019-08-07 03:46:51.463834,256,0.2,1.31543554944804e-07,0.98,0.9,0.0060554599478899445,32,20,67,,-20.80626678466797,-13.921852111816406,-12.53320598602295,,,,,,,,,,,,,,,,,,
68,68,TrialState.PRUNED,-12.90991497039795,2019-08-07 03:46:30.293677,2019-08-07 03:47:36.155497,256,0.1,1.0692943306539131e-07,0.995,1.0,0.00042503415645610363,64,5,68,,-11.339994430541992,-10.496269226074219,-12.90991497039795,,,,,,,,,,,,,,,,,,
69,69,TrialState.PRUNED,-11.67651653289795,2019-08-07 03:46:51.725689,2019-08-07 03:48:28.769938,32,0.3,0.023649015000495138,0.98,0.9,2.892683058218275e-05,32,20,69,,-12.795145034790039,-15.14465045928955,-11.67651653289795,,,,,,,,,,,,,,,,,,
70,70,TrialState.PRUNED,-10.191465377807617,2019-08-07 03:47:36.383938,2019-08-07 03:50:45.444897,128,0.3,9.64142355719148e-06,0.98,0.95,2.9329001801011224e-05,2048,10,70,,-8.155889511108398,-10.451355934143066,-10.191465377807617,,,,,,,,,,,,,,,,,,
71,71,TrialState.PRUNED,-10.177263259887695,2019-08-07 03:48:28.987479,2019-08-07 03:50:02.539309,128,0.1,0.0013175933067699672,0.9,0.92,1.3656673416552015e-05,1024,1,71,,-11.544363021850586,-8.003782272338867,-10.177263259887695,,,,,,,,,,,,,,,,,,
72,72,TrialState.PRUNED,-21.131427764892578,2019-08-07 03:50:02.753775,2019-08-07 03:52:11.069720,256,0.4,0.0001370531927748255,0.9999,1.0,0.0019529635436328463,512,5,72,,-10.125004768371582,-21.643360137939453,-19.385709762573242,-21.131427764892578,,,,,,,,,,,,,,,,,
73,73,TrialState.PRUNED,-24.477577209472656,2019-08-07 03:50:45.683470,2019-08-07 03:52:22.006554,64,0.3,0.005563778666223539,0.98,0.98,0.007564074719136701,128,10,73,,-13.633260726928711,-24.741226196289062,-19.934667587280273,-24.477577209472656,,,,,,,,,,,,,,,,,
74,74,TrialState.PRUNED,-31.7006893157959,2019-08-07 03:52:11.291736,2019-08-07 03:55:13.425540,128,0.3,6.152332665223691e-06,0.99,1.0,0.013947365926504713,512,30,74,,-13.006576538085938,-14.69163703918457,-30.8516788482666,-31.7006893157959,,,,,,,,,,,,,,,,,
75,75,TrialState.PRUNED,-6.35739803314209,2019-08-07 03:52:22.235732,2019-08-07 03:53:32.081603,64,0.3,1.7105366578849403e-08,0.95,0.95,0.17586991032487445,64,1,75,,-6.866552829742432,-5.755436897277832,-6.35739803314209,,,,,,,,,,,,,,,,,,
76,76,TrialState.PRUNED,-10.22159194946289,2019-08-07 03:53:32.314307,2019-08-07 03:54:40.613182,64,0.2,1.9798225961973459e-07,0.9,0.99,1.2068200403467223e-05,64,1,76,,-9.663301467895508,-9.829782485961914,-10.22159194946289,,,,,,,,,,,,,,,,,,
77,77,TrialState.PRUNED,-10.380696296691895,2019-08-07 03:54:40.840033,2019-08-07 03:55:38.510579,32,0.4,4.407507898821775e-08,0.99,1.0,3.107348880560463e-05,64,1,77,,-9.318708419799805,-9.836202621459961,-10.380696296691895,,,,,,,,,,,,,,,,,,
78,78,TrialState.PRUNED,-5.867868423461914,2019-08-07 03:55:13.647216,2019-08-07 03:59:29.690498,32,0.1,4.535171615999516e-05,0.995,0.95,0.15760312846337912,1024,50,78,,-6.510812282562256,-6.371175289154053,-5.867868423461914,,,,,,,,,,,,,,,,,,
79,79,TrialState.PRUNED,-12.950419425964355,2019-08-07 03:55:38.745419,2019-08-07 03:57:40.339293,64,0.4,5.920226956520813e-07,0.95,0.95,0.00012758645677339472,512,5,79,,-11.833224296569824,-11.486045837402344,-12.950419425964355,,,,,,,,,,,,,,,,,,
80,80,TrialState.PRUNED,-29.323251724243164,2019-08-07 03:57:40.662783,2019-08-07 04:01:08.408400,64,0.2,4.171213087519297e-06,0.98,1.0,0.0001672080073401165,128,50,80,,-10.840785026550293,-16.849905014038086,-26.287052154541016,-29.323251724243164,,,,,,,,,,,,,,,,,
81,81,TrialState.PRUNED,-6.451816558837891,2019-08-07 03:59:29.909517,2019-08-07 04:01:39.751174,32,0.2,0.0003021127729551304,0.9999,0.92,0.10842119256455367,32,30,81,,-7.184641361236572,-8.383652687072754,-6.451816558837891,,,,,,,,,,,,,,,,,,
82,82,TrialState.PRUNED,-20.99146842956543,2019-08-07 04:01:08.641085,2019-08-07 04:03:31.516943,128,0.2,0.00043404224460925775,0.9999,0.95,0.0001610990948797007,128,50,82,,-13.434598922729492,-14.787569046020508,-20.99146842956543,,,,,,,,,,,,,,,,,,
83,83,TrialState.PRUNED,-21.182777404785156,2019-08-07 04:01:40.018285,2019-08-07 04:03:59.879627,128,0.4,9.881904484630431e-06,0.98,1.0,0.003078859654704399,128,50,83,,-13.154932975769043,-20.03402328491211,-21.182777404785156,,,,,,,,,,,,,,,,,,
84,84,TrialState.PRUNED,-7.105851650238037,2019-08-07 04:03:31.805438,2019-08-07 04:05:00.541113,128,0.3,3.4844064170301213e-06,0.98,0.95,0.6990612118305048,512,1,84,,-6.8444085121154785,-7.4041924476623535,-7.105851650238037,,,,,,,,,,,,,,,,,,
85,85,TrialState.PRUNED,-3.161482572555542,2019-08-07 04:04:00.094167,2019-08-07 04:05:19.239082,64,0.2,6.318796927487174e-07,0.995,0.9,0.48576007797024806,16,10,85,,-8.503565788269043,-9.858888626098633,-3.161482572555542,,,,,,,,,,,,,,,,,,
86,86,TrialState.PRUNED,-6.392953395843506,2019-08-07 04:05:00.771895,2019-08-07 04:06:09.469537,128,0.4,5.57109144861031e-07,0.999,0.9,0.9121289018687625,32,5,86,,-7.454321384429932,-6.01088809967041,-6.392953395843506,,,,,,,,,,,,,,,,,,
87,87,TrialState.PRUNED,-13.977418899536133,2019-08-07 04:05:19.460866,2019-08-07 04:07:21.606455,64,0.4,2.561500900351186e-08,0.9999,0.9,0.028108736569220017,256,30,87,,-12.254117012023926,-16.56119155883789,-13.977418899536133,,,,,,,,,,,,,,,,,,
88,88,TrialState.PRUNED,-14.935879707336426,2019-08-07 04:06:09.797159,2019-08-07 04:07:26.211881,128,0.1,1.8656666376026072e-06,0.99,0.92,0.0007434005958530917,64,5,88,,-9.926321029663086,-11.208966255187988,-14.935879707336426,,,,,,,,,,,,,,,,,,
89,89,TrialState.PRUNED,-12.550753593444824,2019-08-07 04:07:21.889353,2019-08-07 04:10:02.956068,32,0.2,0.0074872762274033385,0.99,0.99,0.00033292164885344533,2048,1,89,,-13.889018058776855,-14.072863578796387,-12.550753593444824,,,,,,,,,,,,,,,,,,
90,90,TrialState.PRUNED,-25.10103416442871,2019-08-07 04:07:26.410243,2019-08-07 04:09:36.594132,128,0.2,0.011776760369661233,0.95,0.92,0.014790691838932672,128,20,90,,-11.895970344543457,-17.2117862701416,-30.131118774414062,-34.974754333496094,-25.10103416442871,,,,,,,,,,,,,,,,
91,91,TrialState.FAIL,,2019-08-07 04:09:36.807850,2019-08-07 04:09:58.116154,32,0.3,0.091370400288189,0.95,0.92,0.691556763332138,64,30,91,Setting status of trial#91 as TrialState.FAIL because of the following error: AssertionError(),,,,,,,,,,,,,,,,,,,,,
92,92,TrialState.PRUNED,-8.995749473571777,2019-08-07 04:09:58.374902,2019-08-07 04:11:48.422901,256,0.1,8.363818957989298e-06,0.9,0.9,5.7779466622354875e-05,256,30,92,,-12.793922424316406,-13.312957763671875,-8.995749473571777,,,,,,,,,,,,,,,,,,
93,93,TrialState.FAIL,,2019-08-07 04:10:03.151209,2019-08-07 04:10:56.022626,64,0.3,0.059506266454311896,0.999,0.8,0.2998675155278725,256,30,93,Setting status of trial#93 as TrialState.FAIL because of the following error: AssertionError(),,,,,,,,,,,,,,,,,,,,,
94,94,TrialState.PRUNED,-9.3552827835083,2019-08-07 04:10:56.257579,2019-08-07 04:12:50.728625,64,0.2,0.00011465336058655816,0.9,0.8,0.00011957600999736118,512,10,94,,-10.595083236694336,-9.88994312286377,-9.3552827835083,,,,,,,,,,,,,,,,,,
95,95,TrialState.PRUNED,-10.950132369995117,2019-08-07 04:11:48.740389,2019-08-07 04:13:11.530645,128,0.1,0.01645530505859372,0.9999,0.95,1.3411790004660428e-05,256,10,95,,-12.694902420043945,-13.176409721374512,-10.950132369995117,,,,,,,,,,,,,,,,,,
96,96,TrialState.PRUNED,2.053264617919922,2019-08-07 04:12:50.940580,2019-08-07 04:13:49.284773,32,0.3,2.1604900002667303e-06,0.98,0.92,0.056620684408986134,16,1,96,,-8.249415397644043,-9.091875076293945,2.053264617919922,,,,,,,,,,,,,,,,,,
97,97,TrialState.PRUNED,-10.508076667785645,2019-08-07 04:13:11.750659,2019-08-07 04:14:55.619740,256,0.3,1.3272373312821063e-05,0.99,0.92,0.00018544392950008352,1024,10,97,,-11.604560852050781,-9.572955131530762,-10.508076667785645,,,,,,,,,,,,,,,,,,
98,98,TrialState.PRUNED,-18.128902435302734,2019-08-07 04:13:49.487926,2019-08-07 04:15:12.306388,128,0.2,0.0002273479277221037,0.99,0.9,0.025268089454075895,256,10,98,,-12.362821578979492,-16.791187286376953,-18.128902435302734,,,,,,,,,,,,,,,,,,
99,99,TrialState.COMPLETE,-7.307769775390625,2019-08-07 04:14:55.843337,2019-08-07 04:18:25.370236,32,0.3,0.014277209793622807,0.9999,0.92,0.02405539050163274,2048,5,99,,-103.78273010253906,-6.81412410736084,-5.640515327453613,-5.907826900482178,-7.9065399169921875,-7.307769775390625,,,,,,,,,,,,,,,
