,number,state,value,datetime_start,datetime_complete,params,params,params,params,params,params,params,params,system_attrs,system_attrs,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values
,,,,,,batch_size,cliprange,ent_coef,gamma,lamdba,lr,n_steps,noptepochs,_number,fail_reason,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
76,76,TrialState.PRUNED,-14.220995903015137,2019-08-07 03:40:32.615667,2019-08-07 03:41:26.365275,64,0.2,1.9798225961973459e-07,0.9,0.99,1.2068200403467223e-05,64,1,76,,-15.599958419799805,-14.08067798614502,-14.220995903015137,,,,,,,,,,,,,,,,,,
77,77,TrialState.PRUNED,-13.056065559387207,2019-08-07 03:41:21.822514,2019-08-07 03:42:19.563991,32,0.4,4.407507898821775e-08,0.99,1.0,3.107348880560463e-05,64,1,77,,-13.345669746398926,-13.369010925292969,-13.056065559387207,,,,,,,,,,,,,,,,,,
78,78,TrialState.PRUNED,-9.274104118347168,2019-08-07 03:41:26.542736,2019-08-07 03:45:08.282808,32,0.1,4.535171615999516e-05,0.995,0.95,0.15760312846337912,1024,50,78,,-13.81885051727295,-10.052553176879883,-9.274104118347168,,,,,,,,,,,,,,,,,,
79,79,TrialState.PRUNED,-16.416912078857422,2019-08-07 03:42:19.846549,2019-08-07 03:44:04.333474,64,0.4,5.920226956520813e-07,0.95,0.95,0.00012758645677339472,512,5,79,,-12.721328735351562,-13.47735595703125,-16.416912078857422,,,,,,,,,,,,,,,,,,
80,80,TrialState.PRUNED,-29.370006561279297,2019-08-07 03:44:04.551893,2019-08-07 03:46:42.716875,64,0.2,4.171213087519297e-06,0.98,1.0,0.0001672080073401165,128,50,80,,-14.817956924438477,-21.285425186157227,-29.370006561279297,,,,,,,,,,,,,,,,,,
81,81,TrialState.PRUNED,-11.863487243652344,2019-08-07 03:45:08.543345,2019-08-07 03:47:14.431034,32,0.2,0.0003021127729551304,0.9999,0.92,0.10842119256455367,32,30,81,,-10.4373197555542,-10.793941497802734,-11.863487243652344,,,,,,,,,,,,,,,,,,
82,82,TrialState.PRUNED,-32.48247528076172,2019-08-07 03:46:43.006340,2019-08-07 03:48:57.017764,128,0.2,0.00043404224460925775,0.9999,0.95,0.0001610990948797007,128,50,82,,-16.459148406982422,-20.6009578704834,-32.48247528076172,,,,,,,,,,,,,,,,,,
83,83,TrialState.COMPLETE,-38.04595184326172,2019-08-07 03:47:14.667722,2019-08-07 03:59:49.122913,128,0.4,9.881904484630431e-06,0.98,1.0,0.003078859654704399,128,50,83,,-18.604183197021484,-32.24152755737305,-134.7567596435547,-14.41822338104248,-15.588531494140625,-15.32805061340332,-52.72869110107422,-137.4492950439453,-18.03931427001953,1.6219104528427124,-18.656892776489258,-8.81141471862793,-20.89204216003418,-447.84246826171875,-18.899478912353516,-22.210994720458984,-27.417255401611328,-42.0186653137207,-38.04595184326172,,
84,84,TrialState.PRUNED,-11.461341857910156,2019-08-07 03:48:57.243408,2019-08-07 03:50:24.374440,128,0.3,3.4844064170301213e-06,0.98,0.95,0.6990612118305048,512,1,84,,-4.414261341094971,-8.479644775390625,-11.461341857910156,,,,,,,,,,,,,,,,,,
85,85,TrialState.PRUNED,0.35031118988990784,2019-08-07 03:50:24.600599,2019-08-07 03:52:04.332673,64,0.2,6.318796927487174e-07,0.995,0.9,0.48576007797024806,16,10,85,,-11.094430923461914,-8.105955123901367,0.35031118988990784,,,,,,,,,,,,,,,,,,
86,86,TrialState.PRUNED,-9.86823558807373,2019-08-07 03:52:04.558615,2019-08-07 03:53:16.037793,128,0.4,5.57109144861031e-07,0.999,0.9,0.9121289018687625,32,5,86,,-0.4662720561027527,-7.511000633239746,-9.86823558807373,,,,,,,,,,,,,,,,,,
87,87,TrialState.PRUNED,-13.254733085632324,2019-08-07 03:53:16.263420,2019-08-07 03:57:43.738389,64,0.4,2.561500900351186e-08,0.9999,0.9,0.028108736569220017,256,30,87,,-14.722894668579102,-13.276036262512207,-48.409183502197266,-16.62950897216797,-12.77892017364502,-13.254733085632324,,,,,,,,,,,,,,,
88,88,TrialState.PRUNED,-19.017263412475586,2019-08-07 03:57:43.960564,2019-08-07 03:58:54.331305,128,0.1,1.8656666376026072e-06,0.99,0.92,0.0007434005958530917,64,5,88,,-14.709622383117676,-18.49468994140625,-19.017263412475586,,,,,,,,,,,,,,,,,,
89,89,TrialState.PRUNED,-13.569831848144531,2019-08-07 03:58:54.603349,2019-08-07 04:01:12.467351,32,0.2,0.0074872762274033385,0.99,0.99,0.00033292164885344533,2048,1,89,,-16.953601837158203,-14.631782531738281,-13.569831848144531,,,,,,,,,,,,,,,,,,
90,90,TrialState.PRUNED,-16.37004852294922,2019-08-07 03:59:49.185034,2019-08-07 04:00:58.841025,128,0.2,0.011776760369661233,0.95,0.92,0.014790691838932672,128,20,90,,-15.314234733581543,-15.056309700012207,-16.37004852294922,,,,,,,,,,,,,,,,,,
91,91,TrialState.FAIL,,2019-08-07 04:00:59.046494,2019-08-07 04:01:17.988018,32,0.3,0.091370400288189,0.95,0.92,0.691556763332138,64,30,91,Setting status of trial#91 as TrialState.FAIL because of the following error: AssertionError(),,,,,,,,,,,,,,,,,,,,,
92,92,TrialState.PRUNED,-14.389093399047852,2019-08-07 04:01:12.682146,2019-08-07 04:02:52.659354,256,0.1,8.363818957989298e-06,0.9,0.9,5.7779466622354875e-05,256,30,92,,-13.239816665649414,-13.785998344421387,-14.389093399047852,,,,,,,,,,,,,,,,,,
93,93,TrialState.FAIL,,2019-08-07 04:01:18.219164,2019-08-07 04:02:06.848035,64,0.3,0.059506266454311896,0.999,0.8,0.2998675155278725,256,30,93,Setting status of trial#93 as TrialState.FAIL because of the following error: AssertionError(),,,,,,,,,,,,,,,,,,,,,
94,94,TrialState.PRUNED,-14.420564651489258,2019-08-07 04:02:07.126529,2019-08-07 04:03:44.763761,64,0.2,0.00011465336058655816,0.9,0.8,0.00011957600999736118,512,10,94,,-14.711799621582031,-14.853570938110352,-14.420564651489258,,,,,,,,,,,,,,,,,,
95,95,TrialState.PRUNED,-14.299341201782227,2019-08-07 04:02:52.882982,2019-08-07 04:04:05.722623,128,0.1,0.01645530505859372,0.9999,0.95,1.3411790004660428e-05,256,10,95,,-14.035794258117676,-16.445690155029297,-14.299341201782227,,,,,,,,,,,,,,,,,,
96,96,TrialState.PRUNED,-12.009824752807617,2019-08-07 04:03:44.983351,2019-08-07 04:04:31.870179,32,0.3,2.1604900002667303e-06,0.98,0.92,0.056620684408986134,16,1,96,,-12.282243728637695,-12.745020866394043,-12.009824752807617,,,,,,,,,,,,,,,,,,
97,97,TrialState.PRUNED,-14.842753410339355,2019-08-07 04:04:05.958685,2019-08-07 04:05:36.143326,256,0.3,1.3272373312821063e-05,0.99,0.92,0.00018544392950008352,1024,10,97,,-17.69629669189453,-17.242324829101562,-14.842753410339355,,,,,,,,,,,,,,,,,,
98,98,TrialState.PRUNED,-13.377832412719727,2019-08-07 04:04:32.085229,2019-08-07 04:05:42.618947,128,0.2,0.0002273479277221037,0.99,0.9,0.025268089454075895,256,10,98,,-15.0217924118042,-14.890604972839355,-13.377832412719727,,,,,,,,,,,,,,,,,,
99,99,TrialState.PRUNED,-12.77855396270752,2019-08-07 04:05:36.421061,2019-08-07 04:07:14.756369,32,0.3,0.014277209793622807,0.9999,0.92,0.02405539050163274,2048,5,99,,-14.710504531860352,-14.086163520812988,-12.77855396270752,,,,,,,,,,,,,,,,,,
